time X Y Z RX RY RZ 
482.824 -0.4321 0.3203 0.4883 -1.464 -1.11 0.175
483.15 -0.4326 0.3196 0.4878 -1.464 -1.11 0.175
483.476 -0.4331 0.3189 0.4873 -1.464 -1.11 0.175
483.8 -0.4336 0.3182 0.4868 -1.464 -1.11 0.175
484.127 -0.4341 0.3175 0.4863 -1.464 -1.11 0.175
484.454 -0.4346 0.3168 0.4858 -1.464 -1.11 0.175
484.78 -0.4351 0.3161 0.4853 -1.464 -1.11 0.175
485.105 -0.4356 0.3154 0.4848 -1.464 -1.11 0.175
485.43 -0.4361 0.3147 0.4843 -1.464 -1.11 0.175
485.756 -0.4366 0.314 0.4838 -1.464 -1.11 0.175
486.08 -0.4371 0.3133 0.4833 -1.464 -1.11 0.175
486.404 -0.4376 0.3126 0.4828 -1.464 -1.11 0.175
486.729 -0.4381 0.3119 0.4823 -1.464 -1.11 0.175
487.057 -0.4386 0.3112 0.4818 -1.464 -1.11 0.175
487.381 -0.4391 0.3105 0.4813 -1.464 -1.11 0.175
487.707 -0.4396 0.3098 0.4808 -1.464 -1.11 0.175
488.034 -0.4401 0.3091 0.4803 -1.464 -1.11 0.175
488.36 -0.4406 0.3084 0.4798 -1.464 -1.11 0.175
488.686 -0.4411 0.3077 0.4793 -1.464 -1.11 0.175
489.013 -0.4416 0.307 0.4788 -1.464 -1.11 0.175
489.338 -0.4421 0.3063 0.4783 -1.464 -1.11 0.175
489.665 -0.4426 0.3056 0.4778 -1.464 -1.11 0.175
489.991 -0.4431 0.3049 0.4773 -1.464 -1.11 0.175
490.317 -0.4436 0.3042 0.4768 -1.464 -1.11 0.175
490.643 -0.4441 0.3035 0.4763 -1.464 -1.11 0.175
490.875 -0.4446 0.3033 0.4771 -1.464 -1.11 0.175
491.218 -0.4441 0.304 0.4776 -1.464 -1.11 0.175
491.558 -0.4436 0.3047 0.4781 -1.464 -1.11 0.175
491.885 -0.4431 0.3054 0.4786 -1.464 -1.11 0.175
492.211 -0.4426 0.3061 0.4791 -1.464 -1.11 0.175
492.55 -0.4421 0.3068 0.4796 -1.464 -1.11 0.175
492.877 -0.4416 0.3075 0.4801 -1.464 -1.11 0.175
493.203 -0.4411 0.3082 0.4806 -1.464 -1.11 0.175
493.528 -0.4406 0.3089 0.4811 -1.464 -1.11 0.175
493.852 -0.4401 0.3096 0.4816 -1.464 -1.11 0.175
494.177 -0.4396 0.3103 0.4821 -1.464 -1.11 0.175
494.503 -0.4391 0.311 0.4826 -1.464 -1.11 0.175
494.827 -0.4386 0.3117 0.4831 -1.464 -1.11 0.175
495.154 -0.4381 0.3124 0.4836 -1.464 -1.11 0.175
495.48 -0.4376 0.3131 0.4841 -1.464 -1.11 0.175
495.806 -0.4371 0.3138 0.4846 -1.464 -1.11 0.175
496.132 -0.4366 0.3145 0.4851 -1.464 -1.11 0.175
496.458 -0.4361 0.3152 0.4856 -1.464 -1.11 0.175
496.784 -0.4356 0.3159 0.4861 -1.464 -1.11 0.175
497.11 -0.4351 0.3166 0.4866 -1.464 -1.11 0.175
497.435 -0.4346 0.3173 0.4871 -1.464 -1.11 0.175
497.761 -0.4341 0.318 0.4876 -1.464 -1.11 0.175
498.087 -0.4336 0.3187 0.4881 -1.464 -1.11 0.175
498.413 -0.4331 0.3194 0.4886 -1.464 -1.11 0.175
498.738 -0.4326 0.3201 0.4891 -1.464 -1.11 0.175
499.064 -0.4321 0.3208 0.4896 -1.464 -1.11 0.175
499.39 -0.4316 0.3215 0.4901 -1.464 -1.11 0.175
499.716 -0.4311 0.3222 0.4906 -1.464 -1.11 0.175
500.042 -0.4306 0.3229 0.4911 -1.464 -1.11 0.175
500.366 -0.4301 0.3236 0.4916 -1.464 -1.11 0.175
500.708 -0.4296 0.3243 0.4921 -1.464 -1.11 0.175
501.034 -0.4291 0.325 0.4926 -1.464 -1.11 0.175
501.361 -0.4286 0.3257 0.4931 -1.464 -1.11 0.175
501.688 -0.4281 0.3264 0.4936 -1.464 -1.11 0.175
502.015 -0.4276 0.3271 0.4941 -1.464 -1.11 0.175
502.345 -0.4271 0.3278 0.4946 -1.464 -1.11 0.175
502.671 -0.4266 0.3285 0.4951 -1.464 -1.11 0.175
503.013 -0.4261 0.3292 0.4956 -1.464 -1.11 0.175
503.341 -0.4256 0.3299 0.4961 -1.464 -1.11 0.175
503.667 -0.4251 0.3306 0.4966 -1.464 -1.11 0.175
503.995 -0.4246 0.3313 0.4971 -1.464 -1.11 0.175
504.322 -0.4241 0.332 0.4976 -1.464 -1.11 0.175
504.65 -0.4236 0.3327 0.4981 -1.464 -1.11 0.175
504.976 -0.4231 0.3334 0.4986 -1.464 -1.11 0.175
505.301 -0.4226 0.3341 0.4991 -1.464 -1.11 0.175
505.626 -0.4221 0.3348 0.4996 -1.464 -1.11 0.175
505.953 -0.4216 0.3355 0.5001 -1.464 -1.11 0.175
506.28 -0.4211 0.3362 0.5006 -1.464 -1.11 0.175
506.605 -0.4206 0.3369 0.5011 -1.464 -1.11 0.175
506.933 -0.4201 0.3376 0.5016 -1.464 -1.11 0.175
507.261 -0.4196 0.3383 0.5021 -1.464 -1.11 0.175
507.587 -0.4191 0.339 0.5026 -1.464 -1.11 0.175
507.912 -0.4186 0.3397 0.5031 -1.464 -1.11 0.175
508.238 -0.4181 0.3404 0.5036 -1.464 -1.11 0.175
508.566 -0.4176 0.3411 0.5041 -1.464 -1.11 0.175
508.891 -0.4171 0.3418 0.5046 -1.464 -1.11 0.175
509.217 -0.4166 0.3425 0.5051 -1.464 -1.11 0.175
509.543 -0.4161 0.3432 0.5056 -1.464 -1.11 0.175
509.869 -0.4156 0.3439 0.5061 -1.464 -1.11 0.175
510.195 -0.4151 0.3446 0.5066 -1.464 -1.11 0.175
510.522 -0.4146 0.3453 0.5071 -1.464 -1.11 0.175
510.849 -0.4141 0.346 0.5076 -1.464 -1.11 0.175
511.176 -0.4136 0.3467 0.5081 -1.464 -1.11 0.175
511.504 -0.4131 0.3474 0.5086 -1.464 -1.11 0.175
511.831 -0.4126 0.3481 0.5091 -1.464 -1.11 0.175
512.17 -0.4121 0.3488 0.5096 -1.464 -1.11 0.175
512.497 -0.4116 0.3495 0.5101 -1.464 -1.11 0.175
512.825 -0.4111 0.3502 0.5106 -1.464 -1.11 0.175
513.165 -0.4106 0.3509 0.5111 -1.464 -1.11 0.175
513.491 -0.4101 0.3516 0.5116 -1.464 -1.11 0.175
513.832 -0.4096 0.3523 0.5121 -1.464 -1.11 0.175
514.157 -0.4091 0.353 0.5126 -1.464 -1.11 0.175
514.483 -0.4086 0.3537 0.5131 -1.464 -1.11 0.175
514.808 -0.4081 0.3544 0.5136 -1.464 -1.11 0.175
515.134 -0.4076 0.3551 0.5141 -1.464 -1.11 0.175
515.459 -0.4071 0.3558 0.5146 -1.464 -1.11 0.175
515.786 -0.4066 0.3565 0.5151 -1.464 -1.11 0.175
516.114 -0.4061 0.3572 0.5156 -1.464 -1.11 0.175
516.441 -0.4056 0.3579 0.5161 -1.464 -1.11 0.175
516.78 -0.4051 0.3586 0.5166 -1.464 -1.11 0.175
517.104 -0.4046 0.3593 0.5171 -1.464 -1.11 0.175
517.444 -0.4041 0.36 0.5176 -1.464 -1.11 0.175
517.785 -0.4036 0.3607 0.5181 -1.464 -1.11 0.175
518.112 -0.4031 0.3614 0.5186 -1.464 -1.11 0.175
518.453 -0.4026 0.3621 0.5191 -1.464 -1.11 0.175
518.794 -0.4021 0.3628 0.5196 -1.464 -1.11 0.175
519.122 -0.4016 0.3635 0.5201 -1.464 -1.11 0.175
519.448 -0.4011 0.3642 0.5206 -1.464 -1.11 0.175
519.775 -0.4006 0.3649 0.5211 -1.464 -1.11 0.175
520.1 -0.4001 0.3656 0.5216 -1.464 -1.11 0.175
520.425 -0.3996 0.3663 0.5221 -1.464 -1.11 0.175
520.752 -0.3991 0.367 0.5226 -1.464 -1.11 0.175
521.08 -0.3986 0.3677 0.5231 -1.464 -1.11 0.175
521.407 -0.3981 0.3684 0.5236 -1.464 -1.11 0.175
521.734 -0.3976 0.3691 0.5241 -1.464 -1.11 0.175
522.059 -0.3971 0.3698 0.5246 -1.464 -1.11 0.175
522.383 -0.3966 0.3705 0.5251 -1.464 -1.11 0.175
522.722 -0.3961 0.3712 0.5256 -1.464 -1.11 0.175
523.049 -0.3956 0.3719 0.5261 -1.464 -1.11 0.175
523.375 -0.3951 0.3726 0.5266 -1.464 -1.11 0.175
523.608 -0.3956 0.3724 0.5274 -1.464 -1.11 0.175
523.949 -0.3961 0.3717 0.5269 -1.464 -1.11 0.175
524.277 -0.3966 0.371 0.5264 -1.464 -1.11 0.175
524.602 -0.3971 0.3703 0.5259 -1.464 -1.11 0.175
524.928 -0.3976 0.3696 0.5254 -1.464 -1.11 0.175
525.253 -0.3981 0.3689 0.5249 -1.464 -1.11 0.175
525.58 -0.3986 0.3682 0.5244 -1.464 -1.11 0.175
525.905 -0.3991 0.3675 0.5239 -1.464 -1.11 0.175
526.244 -0.3996 0.3668 0.5234 -1.464 -1.11 0.175
526.572 -0.4001 0.3661 0.5229 -1.464 -1.11 0.175
526.899 -0.4006 0.3654 0.5224 -1.464 -1.11 0.175
527.238 -0.4011 0.3647 0.5219 -1.464 -1.11 0.175
527.565 -0.4016 0.364 0.5214 -1.464 -1.11 0.175
527.89 -0.4021 0.3633 0.5209 -1.464 -1.11 0.175
528.217 -0.4026 0.3626 0.5204 -1.464 -1.11 0.175
528.542 -0.4031 0.3619 0.5199 -1.464 -1.11 0.175
528.87 -0.4036 0.3612 0.5194 -1.464 -1.11 0.175
529.209 -0.4041 0.3605 0.5189 -1.464 -1.11 0.175
529.535 -0.4046 0.3598 0.5184 -1.464 -1.11 0.175
529.864 -0.4051 0.3591 0.5179 -1.464 -1.11 0.175
530.189 -0.4056 0.3584 0.5174 -1.464 -1.11 0.175
530.515 -0.4061 0.3577 0.5169 -1.464 -1.11 0.175
530.842 -0.4066 0.357 0.5164 -1.464 -1.11 0.175
531.167 -0.4071 0.3563 0.5159 -1.464 -1.11 0.175
531.493 -0.4076 0.3556 0.5154 -1.464 -1.11 0.175
531.819 -0.4081 0.3549 0.5149 -1.464 -1.11 0.175
532.159 -0.4086 0.3542 0.5144 -1.464 -1.11 0.175
532.488 -0.4091 0.3535 0.5139 -1.464 -1.11 0.175
532.814 -0.4096 0.3528 0.5134 -1.464 -1.11 0.175
533.156 -0.4101 0.3521 0.5129 -1.464 -1.11 0.175
533.484 -0.4106 0.3514 0.5124 -1.464 -1.11 0.175
533.81 -0.4111 0.3507 0.5119 -1.464 -1.11 0.175
534.137 -0.4116 0.35 0.5114 -1.464 -1.11 0.175
534.462 -0.4121 0.3493 0.5109 -1.464 -1.11 0.175
534.801 -0.4126 0.3486 0.5104 -1.464 -1.11 0.175
535.128 -0.4131 0.3479 0.5099 -1.464 -1.11 0.175
535.458 -0.4136 0.3472 0.5094 -1.464 -1.11 0.175
535.787 -0.4141 0.3465 0.5089 -1.464 -1.11 0.175
536.113 -0.4146 0.3458 0.5084 -1.464 -1.11 0.175
536.439 -0.4151 0.3451 0.5079 -1.464 -1.11 0.175
536.765 -0.4156 0.3444 0.5074 -1.464 -1.11 0.175
537.089 -0.4161 0.3437 0.5069 -1.464 -1.11 0.175
537.416 -0.4166 0.343 0.5064 -1.464 -1.11 0.175
537.744 -0.4171 0.3423 0.5059 -1.464 -1.11 0.175
538.07 -0.4176 0.3416 0.5054 -1.464 -1.11 0.175
538.398 -0.4181 0.3409 0.5049 -1.464 -1.11 0.175
538.737 -0.4186 0.3402 0.5044 -1.464 -1.11 0.175
539.062 -0.4191 0.3395 0.5039 -1.464 -1.11 0.175
539.388 -0.4196 0.3388 0.5034 -1.464 -1.11 0.175
539.713 -0.4201 0.3381 0.5029 -1.464 -1.11 0.175
540.039 -0.4206 0.3374 0.5024 -1.464 -1.11 0.175
540.364 -0.4211 0.3367 0.5019 -1.464 -1.11 0.175
540.705 -0.4216 0.336 0.5014 -1.464 -1.11 0.175
541.031 -0.4221 0.3353 0.5009 -1.464 -1.11 0.175
541.357 -0.4226 0.3346 0.5004 -1.464 -1.11 0.175
541.684 -0.4231 0.3339 0.4999 -1.464 -1.11 0.175
542.011 -0.4236 0.3332 0.4994 -1.464 -1.11 0.175
542.338 -0.4241 0.3325 0.4989 -1.464 -1.11 0.175
542.667 -0.4246 0.3318 0.4984 -1.464 -1.11 0.175
542.995 -0.4251 0.3311 0.4979 -1.464 -1.11 0.175
543.323 -0.4256 0.3304 0.4974 -1.464 -1.11 0.175
543.647 -0.4261 0.3297 0.4969 -1.464 -1.11 0.175
543.974 -0.4266 0.329 0.4964 -1.464 -1.11 0.175
544.302 -0.4271 0.3283 0.4959 -1.464 -1.11 0.175
544.628 -0.4276 0.3276 0.4954 -1.464 -1.11 0.175
544.968 -0.4281 0.3269 0.4949 -1.464 -1.11 0.175
545.307 -0.4286 0.3262 0.4944 -1.464 -1.11 0.175
545.634 -0.4291 0.3255 0.4939 -1.464 -1.11 0.175
545.96 -0.4296 0.3248 0.4934 -1.464 -1.11 0.175
546.285 -0.4301 0.3241 0.4929 -1.464 -1.11 0.175
546.612 -0.4306 0.3234 0.4924 -1.464 -1.11 0.175
546.953 -0.4311 0.3227 0.4919 -1.464 -1.11 0.175
547.279 -0.4316 0.322 0.4914 -1.464 -1.11 0.175
547.603 -0.4321 0.3213 0.4909 -1.464 -1.11 0.175
547.942 -0.4326 0.3206 0.4904 -1.464 -1.11 0.175
548.267 -0.4331 0.3199 0.4899 -1.464 -1.11 0.175
548.595 -0.4336 0.3192 0.4894 -1.464 -1.11 0.175
548.92 -0.4341 0.3185 0.4889 -1.464 -1.11 0.175
549.247 -0.4346 0.3178 0.4884 -1.464 -1.11 0.175
549.586 -0.4351 0.3171 0.4879 -1.464 -1.11 0.175
549.913 -0.4356 0.3164 0.4874 -1.464 -1.11 0.175
550.244 -0.4361 0.3157 0.4869 -1.464 -1.11 0.175
550.571 -0.4366 0.315 0.4864 -1.464 -1.11 0.175
550.898 -0.4371 0.3143 0.4859 -1.464 -1.11 0.175
551.224 -0.4376 0.3136 0.4854 -1.464 -1.11 0.175
551.549 -0.4381 0.3129 0.4849 -1.464 -1.11 0.175
551.878 -0.4386 0.3122 0.4844 -1.464 -1.11 0.175
552.206 -0.4391 0.3115 0.4839 -1.464 -1.11 0.175
552.533 -0.4396 0.3108 0.4834 -1.464 -1.11 0.175
552.857 -0.4401 0.3101 0.4829 -1.464 -1.11 0.175
553.197 -0.4406 0.3094 0.4824 -1.464 -1.11 0.175
553.522 -0.4411 0.3087 0.4819 -1.464 -1.11 0.175
553.846 -0.4416 0.308 0.4814 -1.464 -1.11 0.175
554.171 -0.4421 0.3073 0.4809 -1.464 -1.11 0.175
554.495 -0.4426 0.3066 0.4804 -1.464 -1.11 0.175
554.821 -0.4431 0.3059 0.4799 -1.464 -1.11 0.175
555.146 -0.4436 0.3052 0.4794 -1.464 -1.11 0.175
555.477 -0.4441 0.3045 0.4789 -1.464 -1.11 0.175
555.803 -0.4446 0.3038 0.4784 -1.464 -1.11 0.175
556.128 -0.4451 0.3031 0.4779 -1.464 -1.11 0.175
556.36 -0.4456 0.3029 0.4787 -1.464 -1.11 0.175
556.702 -0.4451 0.3036 0.4792 -1.464 -1.11 0.175
557.041 -0.4446 0.3043 0.4797 -1.464 -1.11 0.175
557.367 -0.4441 0.305 0.4802 -1.464 -1.11 0.175
557.691 -0.4436 0.3057 0.4807 -1.464 -1.11 0.175
558.032 -0.4431 0.3064 0.4812 -1.464 -1.11 0.175
558.357 -0.4426 0.3071 0.4817 -1.464 -1.11 0.175
558.682 -0.4421 0.3078 0.4822 -1.464 -1.11 0.175
559.009 -0.4416 0.3085 0.4827 -1.464 -1.11 0.175
559.335 -0.4411 0.3092 0.4832 -1.464 -1.11 0.175
559.675 -0.4406 0.3099 0.4837 -1.464 -1.11 0.175
560.001 -0.4401 0.3106 0.4842 -1.464 -1.11 0.175
560.328 -0.4396 0.3113 0.4847 -1.464 -1.11 0.175
560.653 -0.4391 0.312 0.4852 -1.464 -1.11 0.175
560.995 -0.4386 0.3127 0.4857 -1.464 -1.11 0.175
561.321 -0.4381 0.3134 0.4862 -1.464 -1.11 0.175
561.647 -0.4376 0.3141 0.4867 -1.464 -1.11 0.175
561.974 -0.4371 0.3148 0.4872 -1.464 -1.11 0.175
562.3 -0.4366 0.3155 0.4877 -1.464 -1.11 0.175
562.628 -0.4361 0.3162 0.4882 -1.464 -1.11 0.175
562.951 -0.4356 0.3169 0.4887 -1.464 -1.11 0.175
563.278 -0.4351 0.3176 0.4892 -1.464 -1.11 0.175
563.605 -0.4346 0.3183 0.4897 -1.464 -1.11 0.175
563.944 -0.4341 0.319 0.4902 -1.464 -1.11 0.175
564.271 -0.4336 0.3197 0.4907 -1.464 -1.11 0.175
564.598 -0.4331 0.3204 0.4912 -1.464 -1.11 0.175
564.925 -0.4326 0.3211 0.4917 -1.464 -1.11 0.175
565.251 -0.4321 0.3218 0.4922 -1.464 -1.11 0.175
565.576 -0.4316 0.3225 0.4927 -1.464 -1.11 0.175
565.901 -0.4311 0.3232 0.4932 -1.464 -1.11 0.175
566.241 -0.4306 0.3239 0.4937 -1.464 -1.11 0.175
566.568 -0.4301 0.3246 0.4942 -1.464 -1.11 0.175
566.894 -0.4296 0.3253 0.4947 -1.464 -1.11 0.175
567.235 -0.4291 0.326 0.4952 -1.464 -1.11 0.175
567.562 -0.4286 0.3267 0.4957 -1.464 -1.11 0.175
567.887 -0.4281 0.3274 0.4962 -1.464 -1.11 0.175
568.212 -0.4276 0.3281 0.4967 -1.464 -1.11 0.175
568.537 -0.4271 0.3288 0.4972 -1.464 -1.11 0.175
568.864 -0.4266 0.3295 0.4977 -1.464 -1.11 0.175
569.204 -0.4261 0.3302 0.4982 -1.464 -1.11 0.175
569.529 -0.4256 0.3309 0.4987 -1.464 -1.11 0.175
569.858 -0.4251 0.3316 0.4992 -1.464 -1.11 0.175
570.197 -0.4246 0.3323 0.4997 -1.464 -1.11 0.175
570.525 -0.4241 0.333 0.5002 -1.464 -1.11 0.175
570.851 -0.4236 0.3337 0.5007 -1.464 -1.11 0.175
571.176 -0.4231 0.3344 0.5012 -1.464 -1.11 0.175
571.505 -0.4226 0.3351 0.5017 -1.464 -1.11 0.175
571.831 -0.4221 0.3358 0.5022 -1.464 -1.11 0.175
572.156 -0.4216 0.3365 0.5027 -1.464 -1.11 0.175
572.48 -0.4211 0.3372 0.5032 -1.464 -1.11 0.175
572.806 -0.4206 0.3379 0.5037 -1.464 -1.11 0.175
573.133 -0.4201 0.3386 0.5042 -1.464 -1.11 0.175
573.459 -0.4196 0.3393 0.5047 -1.464 -1.11 0.175
573.787 -0.4191 0.34 0.5052 -1.464 -1.11 0.175
574.114 -0.4186 0.3407 0.5057 -1.464 -1.11 0.175
574.438 -0.4181 0.3414 0.5062 -1.464 -1.11 0.175
574.777 -0.4176 0.3421 0.5067 -1.464 -1.11 0.175
575.102 -0.4171 0.3428 0.5072 -1.464 -1.11 0.175
575.429 -0.4166 0.3435 0.5077 -1.464 -1.11 0.175
575.758 -0.4161 0.3442 0.5082 -1.464 -1.11 0.175
576.088 -0.4156 0.3449 0.5087 -1.464 -1.11 0.175
576.414 -0.4151 0.3456 0.5092 -1.464 -1.11 0.175
576.741 -0.4146 0.3463 0.5097 -1.464 -1.11 0.175
577.068 -0.4141 0.347 0.5102 -1.464 -1.11 0.175
577.395 -0.4136 0.3477 0.5107 -1.464 -1.11 0.175
577.722 -0.4131 0.3484 0.5112 -1.464 -1.11 0.175
578.047 -0.4126 0.3491 0.5117 -1.464 -1.11 0.175
578.371 -0.4121 0.3498 0.5122 -1.464 -1.11 0.175
578.7 -0.4116 0.3505 0.5127 -1.464 -1.11 0.175
579.024 -0.4111 0.3512 0.5132 -1.464 -1.11 0.175
579.35 -0.4106 0.3519 0.5137 -1.464 -1.11 0.175
579.677 -0.4101 0.3526 0.5142 -1.464 -1.11 0.175
580.003 -0.4096 0.3533 0.5147 -1.464 -1.11 0.175
580.33 -0.4091 0.354 0.5152 -1.464 -1.11 0.175
580.654 -0.4086 0.3547 0.5157 -1.464 -1.11 0.175
580.994 -0.4081 0.3554 0.5162 -1.464 -1.11 0.175
581.32 -0.4076 0.3561 0.5167 -1.464 -1.11 0.175
581.648 -0.4071 0.3568 0.5172 -1.464 -1.11 0.175
581.987 -0.4066 0.3575 0.5177 -1.464 -1.11 0.175
582.33 -0.4061 0.3582 0.5182 -1.464 -1.11 0.175
582.658 -0.4056 0.3589 0.5187 -1.464 -1.11 0.175
582.998 -0.4051 0.3596 0.5192 -1.464 -1.11 0.175
583.328 -0.4046 0.3603 0.5197 -1.464 -1.11 0.175
583.655 -0.4041 0.361 0.5202 -1.464 -1.11 0.175
583.979 -0.4036 0.3617 0.5207 -1.464 -1.11 0.175
584.307 -0.4031 0.3624 0.5212 -1.464 -1.11 0.175
584.631 -0.4026 0.3631 0.5217 -1.464 -1.11 0.175
584.957 -0.4021 0.3638 0.5222 -1.464 -1.11 0.175
585.283 -0.4016 0.3645 0.5227 -1.464 -1.11 0.175
585.611 -0.4011 0.3652 0.5232 -1.464 -1.11 0.175
585.94 -0.4006 0.3659 0.5237 -1.464 -1.11 0.175
586.265 -0.4001 0.3666 0.5242 -1.464 -1.11 0.175
586.59 -0.3996 0.3673 0.5247 -1.464 -1.11 0.175
586.917 -0.3991 0.368 0.5252 -1.464 -1.11 0.175
587.244 -0.3986 0.3687 0.5257 -1.464 -1.11 0.175
587.569 -0.3981 0.3694 0.5262 -1.464 -1.11 0.175
587.896 -0.3976 0.3701 0.5267 -1.464 -1.11 0.175
588.223 -0.3971 0.3708 0.5272 -1.464 -1.11 0.175
588.55 -0.3966 0.3715 0.5277 -1.464 -1.11 0.175
588.877 -0.3961 0.3722 0.5282 -1.464 -1.11 0.175
589.11 -0.3966 0.372 0.529 -1.464 -1.11 0.175
589.45 -0.3971 0.3713 0.5285 -1.464 -1.11 0.175
589.779 -0.3976 0.3706 0.528 -1.464 -1.11 0.175
590.118 -0.3981 0.3699 0.5275 -1.464 -1.11 0.175
590.445 -0.3986 0.3692 0.527 -1.464 -1.11 0.175
590.77 -0.3991 0.3685 0.5265 -1.464 -1.11 0.175
591.098 -0.3996 0.3678 0.526 -1.464 -1.11 0.175
591.426 -0.4001 0.3671 0.5255 -1.464 -1.11 0.175
591.753 -0.4006 0.3664 0.525 -1.464 -1.11 0.175
592.081 -0.4011 0.3657 0.5245 -1.464 -1.11 0.175
592.408 -0.4016 0.365 0.524 -1.464 -1.11 0.175
592.75 -0.4021 0.3643 0.5235 -1.464 -1.11 0.175
593.076 -0.4026 0.3636 0.523 -1.464 -1.11 0.175
593.404 -0.4031 0.3629 0.5225 -1.464 -1.11 0.175
593.745 -0.4036 0.3622 0.522 -1.464 -1.11 0.175
594.071 -0.4041 0.3615 0.5215 -1.464 -1.11 0.175
594.399 -0.4046 0.3608 0.521 -1.464 -1.11 0.175
594.726 -0.4051 0.3601 0.5205 -1.464 -1.11 0.175
595.055 -0.4056 0.3594 0.52 -1.464 -1.11 0.175
595.383 -0.4061 0.3587 0.5195 -1.464 -1.11 0.175
595.708 -0.4066 0.358 0.519 -1.464 -1.11 0.175
596.034 -0.4071 0.3573 0.5185 -1.464 -1.11 0.175
596.363 -0.4076 0.3566 0.518 -1.464 -1.11 0.175
596.689 -0.4081 0.3559 0.5175 -1.464 -1.11 0.175
597.015 -0.4086 0.3552 0.517 -1.464 -1.11 0.175
597.342 -0.4091 0.3545 0.5165 -1.464 -1.11 0.175
597.682 -0.4096 0.3538 0.516 -1.464 -1.11 0.175
598.007 -0.4101 0.3531 0.5155 -1.464 -1.11 0.175
598.335 -0.4106 0.3524 0.515 -1.464 -1.11 0.175
598.66 -0.4111 0.3517 0.5145 -1.464 -1.11 0.175
598.99 -0.4116 0.351 0.514 -1.464 -1.11 0.175
599.316 -0.4121 0.3503 0.5135 -1.464 -1.11 0.175
599.643 -0.4126 0.3496 0.513 -1.464 -1.11 0.175
599.968 -0.4131 0.3489 0.5125 -1.464 -1.11 0.175
600.294 -0.4136 0.3482 0.512 -1.464 -1.11 0.175
600.623 -0.4141 0.3475 0.5115 -1.464 -1.11 0.175
600.963 -0.4146 0.3468 0.511 -1.464 -1.11 0.175
601.291 -0.4151 0.3461 0.5105 -1.464 -1.11 0.175
601.619 -0.4156 0.3454 0.51 -1.464 -1.11 0.175
601.948 -0.4161 0.3447 0.5095 -1.464 -1.11 0.175
602.273 -0.4166 0.344 0.509 -1.464 -1.11 0.175
602.603 -0.4171 0.3433 0.5085 -1.464 -1.11 0.175
602.93 -0.4176 0.3426 0.508 -1.464 -1.11 0.175
603.257 -0.4181 0.3419 0.5075 -1.464 -1.11 0.175
603.582 -0.4186 0.3412 0.507 -1.464 -1.11 0.175
603.925 -0.4191 0.3405 0.5065 -1.464 -1.11 0.175
604.252 -0.4196 0.3398 0.506 -1.464 -1.11 0.175
604.578 -0.4201 0.3391 0.5055 -1.464 -1.11 0.175
604.905 -0.4206 0.3384 0.505 -1.464 -1.11 0.175
605.232 -0.4211 0.3377 0.5045 -1.464 -1.11 0.175
605.571 -0.4216 0.337 0.504 -1.464 -1.11 0.175
605.897 -0.4221 0.3363 0.5035 -1.464 -1.11 0.175
606.223 -0.4226 0.3356 0.503 -1.464 -1.11 0.175
606.55 -0.4231 0.3349 0.5025 -1.464 -1.11 0.175
606.877 -0.4236 0.3342 0.502 -1.464 -1.11 0.175
607.206 -0.4241 0.3335 0.5015 -1.464 -1.11 0.175
607.533 -0.4246 0.3328 0.501 -1.464 -1.11 0.175
607.873 -0.4251 0.3321 0.5005 -1.464 -1.11 0.175
608.198 -0.4256 0.3314 0.5 -1.464 -1.11 0.175
608.525 -0.4261 0.3307 0.4995 -1.464 -1.11 0.175
608.851 -0.4266 0.33 0.499 -1.464 -1.11 0.175
609.179 -0.4271 0.3293 0.4985 -1.464 -1.11 0.175
609.506 -0.4276 0.3286 0.498 -1.464 -1.11 0.175
609.834 -0.4281 0.3279 0.4975 -1.464 -1.11 0.175
610.162 -0.4286 0.3272 0.497 -1.464 -1.11 0.175
610.488 -0.4291 0.3265 0.4965 -1.464 -1.11 0.175
610.815 -0.4296 0.3258 0.496 -1.464 -1.11 0.175
611.144 -0.4301 0.3251 0.4955 -1.464 -1.11 0.175
611.469 -0.4306 0.3244 0.495 -1.464 -1.11 0.175
611.794 -0.4311 0.3237 0.4945 -1.464 -1.11 0.175
612.121 -0.4316 0.323 0.494 -1.464 -1.11 0.175
612.448 -0.4321 0.3223 0.4935 -1.464 -1.11 0.175
612.774 -0.4326 0.3216 0.493 -1.464 -1.11 0.175
613.099 -0.4331 0.3209 0.4925 -1.464 -1.11 0.175
613.426 -0.4336 0.3202 0.492 -1.464 -1.11 0.175
613.752 -0.4341 0.3195 0.4915 -1.464 -1.11 0.175
614.079 -0.4346 0.3188 0.491 -1.464 -1.11 0.175
614.405 -0.4351 0.3181 0.4905 -1.464 -1.11 0.175
614.732 -0.4356 0.3174 0.49 -1.464 -1.11 0.175
615.058 -0.4361 0.3167 0.4895 -1.464 -1.11 0.175
615.386 -0.4366 0.316 0.489 -1.464 -1.11 0.175
615.712 -0.4371 0.3153 0.4885 -1.464 -1.11 0.175
616.039 -0.4376 0.3146 0.488 -1.464 -1.11 0.175
616.367 -0.4381 0.3139 0.4875 -1.464 -1.11 0.175
616.695 -0.4386 0.3132 0.487 -1.464 -1.11 0.175
617.023 -0.4391 0.3125 0.4865 -1.464 -1.11 0.175
617.35 -0.4396 0.3118 0.486 -1.464 -1.11 0.175
617.679 -0.4401 0.3111 0.4855 -1.464 -1.11 0.175
