time X Y Z RX RY RZ 
1154.227 -0.4406 0.3189 0.5071 -1.464 -1.11 0.175
1154.553 -0.4401 0.3196 0.5076 -1.464 -1.11 0.175
1154.877 -0.4396 0.3203 0.5081 -1.464 -1.11 0.175
1155.204 -0.4391 0.321 0.5086 -1.464 -1.11 0.175
1155.533 -0.4386 0.3217 0.5091 -1.464 -1.11 0.175
1155.857 -0.4381 0.3224 0.5096 -1.464 -1.11 0.175
1156.183 -0.4376 0.3231 0.5101 -1.464 -1.11 0.175
1156.51 -0.4371 0.3238 0.5106 -1.464 -1.11 0.175
1156.836 -0.4366 0.3245 0.5111 -1.464 -1.11 0.175
1157.176 -0.4361 0.3252 0.5116 -1.464 -1.11 0.175
1157.503 -0.4356 0.3259 0.5121 -1.464 -1.11 0.175
1157.828 -0.4351 0.3266 0.5126 -1.464 -1.11 0.175
1158.156 -0.4346 0.3273 0.5131 -1.464 -1.11 0.175
1158.486 -0.4341 0.328 0.5136 -1.464 -1.11 0.175
1158.812 -0.4336 0.3287 0.5141 -1.464 -1.11 0.175
1159.139 -0.4331 0.3294 0.5146 -1.464 -1.11 0.175
1159.465 -0.4326 0.3301 0.5151 -1.464 -1.11 0.175
1159.794 -0.4321 0.3308 0.5156 -1.464 -1.11 0.175
1160.133 -0.4316 0.3315 0.5161 -1.464 -1.11 0.175
1160.461 -0.4311 0.3322 0.5166 -1.464 -1.11 0.175
1160.788 -0.4306 0.3329 0.5171 -1.464 -1.11 0.175
1161.114 -0.4301 0.3336 0.5176 -1.464 -1.11 0.175
1161.441 -0.4296 0.3343 0.5181 -1.464 -1.11 0.175
1161.769 -0.4291 0.335 0.5186 -1.464 -1.11 0.175
1162.096 -0.4286 0.3357 0.5191 -1.464 -1.11 0.175
1162.424 -0.4281 0.3364 0.5196 -1.464 -1.11 0.175
1162.751 -0.4276 0.3371 0.5201 -1.464 -1.11 0.175
1163.078 -0.4271 0.3378 0.5206 -1.464 -1.11 0.175
1163.405 -0.4266 0.3385 0.5211 -1.464 -1.11 0.175
1163.732 -0.4261 0.3392 0.5216 -1.464 -1.11 0.175
1164.06 -0.4256 0.3399 0.5221 -1.464 -1.11 0.175
1164.388 -0.4251 0.3406 0.5226 -1.464 -1.11 0.175
1164.714 -0.4246 0.3413 0.5231 -1.464 -1.11 0.175
1165.039 -0.4241 0.342 0.5236 -1.464 -1.11 0.175
1165.365 -0.4236 0.3427 0.5241 -1.464 -1.11 0.175
1165.704 -0.4231 0.3434 0.5246 -1.464 -1.11 0.175
1166.027 -0.4226 0.3441 0.5251 -1.464 -1.11 0.175
1166.356 -0.4221 0.3448 0.5256 -1.464 -1.11 0.175
1166.685 -0.4216 0.3455 0.5261 -1.464 -1.11 0.175
1167.009 -0.4211 0.3462 0.5266 -1.464 -1.11 0.175
1167.333 -0.4206 0.3469 0.5271 -1.464 -1.11 0.175
1167.674 -0.4201 0.3476 0.5276 -1.464 -1.11 0.175
1168.011 -0.4196 0.3483 0.5281 -1.464 -1.11 0.175
1168.335 -0.4191 0.349 0.5286 -1.464 -1.11 0.175
1168.66 -0.4186 0.3497 0.5291 -1.464 -1.11 0.175
1168.985 -0.4181 0.3504 0.5296 -1.464 -1.11 0.175
1169.31 -0.4176 0.3511 0.5301 -1.464 -1.11 0.175
1169.633 -0.4171 0.3518 0.5306 -1.464 -1.11 0.175
1169.958 -0.4166 0.3525 0.5311 -1.464 -1.11 0.175
1170.284 -0.4161 0.3532 0.5316 -1.464 -1.11 0.175
1170.622 -0.4156 0.3539 0.5321 -1.464 -1.11 0.175
1170.947 -0.4151 0.3546 0.5326 -1.464 -1.11 0.175
1171.273 -0.4146 0.3553 0.5331 -1.464 -1.11 0.175
1171.597 -0.4141 0.356 0.5336 -1.464 -1.11 0.175
1171.937 -0.4136 0.3567 0.5341 -1.464 -1.11 0.175
1172.262 -0.4131 0.3574 0.5346 -1.464 -1.11 0.175
1172.585 -0.4126 0.3581 0.5351 -1.464 -1.11 0.175
1172.91 -0.4121 0.3588 0.5356 -1.464 -1.11 0.175
1173.237 -0.4116 0.3595 0.5361 -1.464 -1.11 0.175
1173.563 -0.4111 0.3602 0.5366 -1.464 -1.11 0.175
1173.891 -0.4106 0.3609 0.5371 -1.464 -1.11 0.175
1174.217 -0.4101 0.3616 0.5376 -1.464 -1.11 0.175
1174.542 -0.4096 0.3623 0.5381 -1.464 -1.11 0.175
1174.866 -0.4091 0.363 0.5386 -1.464 -1.11 0.175
1175.208 -0.4086 0.3637 0.5391 -1.464 -1.11 0.175
1175.532 -0.4081 0.3644 0.5396 -1.464 -1.11 0.175
1175.856 -0.4076 0.3651 0.5401 -1.464 -1.11 0.175
1176.181 -0.4071 0.3658 0.5406 -1.464 -1.11 0.175
1176.508 -0.4066 0.3665 0.5411 -1.464 -1.11 0.175
1176.833 -0.4061 0.3672 0.5416 -1.464 -1.11 0.175
1177.158 -0.4056 0.3679 0.5421 -1.464 -1.11 0.175
1177.487 -0.4051 0.3686 0.5426 -1.464 -1.11 0.175
1177.72 -0.4056 0.3684 0.5434 -1.464 -1.11 0.175
1178.047 -0.4061 0.3677 0.5429 -1.464 -1.11 0.175
1178.373 -0.4066 0.367 0.5424 -1.464 -1.11 0.175
1178.7 -0.4071 0.3663 0.5419 -1.464 -1.11 0.175
1179.026 -0.4076 0.3656 0.5414 -1.464 -1.11 0.175
1179.352 -0.4081 0.3649 0.5409 -1.464 -1.11 0.175
1179.679 -0.4086 0.3642 0.5404 -1.464 -1.11 0.175
1180.007 -0.4091 0.3635 0.5399 -1.464 -1.11 0.175
1180.334 -0.4096 0.3628 0.5394 -1.464 -1.11 0.175
1180.659 -0.4101 0.3621 0.5389 -1.464 -1.11 0.175
1180.984 -0.4106 0.3614 0.5384 -1.464 -1.11 0.175
1181.312 -0.4111 0.3607 0.5379 -1.464 -1.11 0.175
1181.638 -0.4116 0.36 0.5374 -1.464 -1.11 0.175
1181.966 -0.4121 0.3593 0.5369 -1.464 -1.11 0.175
1182.291 -0.4126 0.3586 0.5364 -1.464 -1.11 0.175
1182.619 -0.4131 0.3579 0.5359 -1.464 -1.11 0.175
1182.945 -0.4136 0.3572 0.5354 -1.464 -1.11 0.175
1183.268 -0.4141 0.3565 0.5349 -1.464 -1.11 0.175
1183.594 -0.4146 0.3558 0.5344 -1.464 -1.11 0.175
1183.923 -0.4151 0.3551 0.5339 -1.464 -1.11 0.175
1184.25 -0.4156 0.3544 0.5334 -1.464 -1.11 0.175
1184.578 -0.4161 0.3537 0.5329 -1.464 -1.11 0.175
1184.906 -0.4166 0.353 0.5324 -1.464 -1.11 0.175
1185.235 -0.4171 0.3523 0.5319 -1.464 -1.11 0.175
1185.564 -0.4176 0.3516 0.5314 -1.464 -1.11 0.175
1185.89 -0.4181 0.3509 0.5309 -1.464 -1.11 0.175
1186.217 -0.4186 0.3502 0.5304 -1.464 -1.11 0.175
1186.543 -0.4191 0.3495 0.5299 -1.464 -1.11 0.175
1186.87 -0.4196 0.3488 0.5294 -1.464 -1.11 0.175
1187.2 -0.4201 0.3481 0.5289 -1.464 -1.11 0.175
1187.528 -0.4206 0.3474 0.5284 -1.464 -1.11 0.175
1187.854 -0.4211 0.3467 0.5279 -1.464 -1.11 0.175
1188.194 -0.4216 0.346 0.5274 -1.464 -1.11 0.175
1188.521 -0.4221 0.3453 0.5269 -1.464 -1.11 0.175
1188.848 -0.4226 0.3446 0.5264 -1.464 -1.11 0.175
1189.175 -0.4231 0.3439 0.5259 -1.464 -1.11 0.175
1189.501 -0.4236 0.3432 0.5254 -1.464 -1.11 0.175
1189.825 -0.4241 0.3425 0.5249 -1.464 -1.11 0.175
1190.151 -0.4246 0.3418 0.5244 -1.464 -1.11 0.175
1190.48 -0.4251 0.3411 0.5239 -1.464 -1.11 0.175
1190.804 -0.4256 0.3404 0.5234 -1.464 -1.11 0.175
1191.131 -0.4261 0.3397 0.5229 -1.464 -1.11 0.175
1191.459 -0.4266 0.339 0.5224 -1.464 -1.11 0.175
1191.785 -0.4271 0.3383 0.5219 -1.464 -1.11 0.175
1192.112 -0.4276 0.3376 0.5214 -1.464 -1.11 0.175
1192.438 -0.4281 0.3369 0.5209 -1.464 -1.11 0.175
1192.762 -0.4286 0.3362 0.5204 -1.464 -1.11 0.175
1193.089 -0.4291 0.3355 0.5199 -1.464 -1.11 0.175
1193.417 -0.4296 0.3348 0.5194 -1.464 -1.11 0.175
1193.744 -0.4301 0.3341 0.5189 -1.464 -1.11 0.175
1194.071 -0.4306 0.3334 0.5184 -1.464 -1.11 0.175
1194.398 -0.4311 0.3327 0.5179 -1.464 -1.11 0.175
1194.725 -0.4316 0.332 0.5174 -1.464 -1.11 0.175
1195.052 -0.4321 0.3313 0.5169 -1.464 -1.11 0.175
1195.377 -0.4326 0.3306 0.5164 -1.464 -1.11 0.175
1195.706 -0.4331 0.3299 0.5159 -1.464 -1.11 0.175
1196.033 -0.4336 0.3292 0.5154 -1.464 -1.11 0.175
1196.359 -0.4341 0.3285 0.5149 -1.464 -1.11 0.175
1196.685 -0.4346 0.3278 0.5144 -1.464 -1.11 0.175
1197.012 -0.4351 0.3271 0.5139 -1.464 -1.11 0.175
1197.339 -0.4356 0.3264 0.5134 -1.464 -1.11 0.175
1197.664 -0.4361 0.3257 0.5129 -1.464 -1.11 0.175
1197.992 -0.4366 0.325 0.5124 -1.464 -1.11 0.175
1198.319 -0.4371 0.3243 0.5119 -1.464 -1.11 0.175
1198.659 -0.4376 0.3236 0.5114 -1.464 -1.11 0.175
1198.985 -0.4381 0.3229 0.5109 -1.464 -1.11 0.175
1199.312 -0.4386 0.3222 0.5104 -1.464 -1.11 0.175
1199.64 -0.4391 0.3215 0.5099 -1.464 -1.11 0.175
1199.967 -0.4396 0.3208 0.5094 -1.464 -1.11 0.175
1200.294 -0.4401 0.3201 0.5089 -1.464 -1.11 0.175
1200.621 -0.4406 0.3194 0.5084 -1.464 -1.11 0.175
1200.962 -0.4411 0.3187 0.5079 -1.464 -1.11 0.175
1201.288 -0.4416 0.318 0.5074 -1.464 -1.11 0.175
1201.615 -0.4421 0.3173 0.5069 -1.464 -1.11 0.175
1201.941 -0.4426 0.3166 0.5064 -1.464 -1.11 0.175
1202.267 -0.4431 0.3159 0.5059 -1.464 -1.11 0.175
1202.592 -0.4436 0.3152 0.5054 -1.464 -1.11 0.175
1202.919 -0.4441 0.3145 0.5049 -1.464 -1.11 0.175
1203.245 -0.4446 0.3138 0.5044 -1.464 -1.11 0.175
1203.573 -0.4451 0.3131 0.5039 -1.464 -1.11 0.175
1203.898 -0.4456 0.3124 0.5034 -1.464 -1.11 0.175
1204.225 -0.4461 0.3117 0.5029 -1.464 -1.11 0.175
1204.55 -0.4466 0.311 0.5024 -1.464 -1.11 0.175
1204.878 -0.4471 0.3103 0.5019 -1.464 -1.11 0.175
1205.204 -0.4476 0.3096 0.5014 -1.464 -1.11 0.175
1205.531 -0.4481 0.3089 0.5009 -1.464 -1.11 0.175
1205.87 -0.4486 0.3082 0.5004 -1.464 -1.11 0.175
1206.198 -0.4491 0.3075 0.4999 -1.464 -1.11 0.175
1206.523 -0.4496 0.3068 0.4994 -1.464 -1.11 0.175
1206.85 -0.4501 0.3061 0.4989 -1.464 -1.11 0.175
1207.176 -0.4506 0.3054 0.4984 -1.464 -1.11 0.175
1207.503 -0.4511 0.3047 0.4979 -1.464 -1.11 0.175
1207.83 -0.4516 0.304 0.4974 -1.464 -1.11 0.175
1208.16 -0.4521 0.3033 0.4969 -1.464 -1.11 0.175
1208.485 -0.4526 0.3026 0.4964 -1.464 -1.11 0.175
1208.811 -0.4531 0.3019 0.4959 -1.464 -1.11 0.175
1209.137 -0.4536 0.3012 0.4954 -1.464 -1.11 0.175
1209.464 -0.4541 0.3005 0.4949 -1.464 -1.11 0.175
1209.792 -0.4546 0.2998 0.4944 -1.464 -1.11 0.175
1210.116 -0.4551 0.2991 0.4939 -1.464 -1.11 0.175
1210.349 -0.4556 0.2989 0.4947 -1.464 -1.11 0.175
1210.69 -0.4551 0.2996 0.4952 -1.464 -1.11 0.175
1211.017 -0.4546 0.3003 0.4957 -1.464 -1.11 0.175
1211.344 -0.4541 0.301 0.4962 -1.464 -1.11 0.175
1211.67 -0.4536 0.3017 0.4967 -1.464 -1.11 0.175
1211.996 -0.4531 0.3024 0.4972 -1.464 -1.11 0.175
1212.325 -0.4526 0.3031 0.4977 -1.464 -1.11 0.175
1212.652 -0.4521 0.3038 0.4982 -1.464 -1.11 0.175
1212.976 -0.4516 0.3045 0.4987 -1.464 -1.11 0.175
1213.302 -0.4511 0.3052 0.4992 -1.464 -1.11 0.175
1213.627 -0.4506 0.3059 0.4997 -1.464 -1.11 0.175
1213.952 -0.4501 0.3066 0.5002 -1.464 -1.11 0.175
1214.28 -0.4496 0.3073 0.5007 -1.464 -1.11 0.175
1214.605 -0.4491 0.308 0.5012 -1.464 -1.11 0.175
1214.933 -0.4486 0.3087 0.5017 -1.464 -1.11 0.175
1215.261 -0.4481 0.3094 0.5022 -1.464 -1.11 0.175
1215.586 -0.4476 0.3101 0.5027 -1.464 -1.11 0.175
1215.913 -0.4471 0.3108 0.5032 -1.464 -1.11 0.175
1216.24 -0.4466 0.3115 0.5037 -1.464 -1.11 0.175
1216.566 -0.4461 0.3122 0.5042 -1.464 -1.11 0.175
1216.893 -0.4456 0.3129 0.5047 -1.464 -1.11 0.175
1217.219 -0.4451 0.3136 0.5052 -1.464 -1.11 0.175
1217.544 -0.4446 0.3143 0.5057 -1.464 -1.11 0.175
1217.868 -0.4441 0.315 0.5062 -1.464 -1.11 0.175
1218.196 -0.4436 0.3157 0.5067 -1.464 -1.11 0.175
1218.522 -0.4431 0.3164 0.5072 -1.464 -1.11 0.175
1218.847 -0.4426 0.3171 0.5077 -1.464 -1.11 0.175
1219.174 -0.4421 0.3178 0.5082 -1.464 -1.11 0.175
1219.499 -0.4416 0.3185 0.5087 -1.464 -1.11 0.175
1219.826 -0.4411 0.3192 0.5092 -1.464 -1.11 0.175
1220.152 -0.4406 0.3199 0.5097 -1.464 -1.11 0.175
1220.48 -0.4401 0.3206 0.5102 -1.464 -1.11 0.175
1220.818 -0.4396 0.3213 0.5107 -1.464 -1.11 0.175
1221.145 -0.4391 0.322 0.5112 -1.464 -1.11 0.175
1221.471 -0.4386 0.3227 0.5117 -1.464 -1.11 0.175
1221.795 -0.4381 0.3234 0.5122 -1.464 -1.11 0.175
1222.122 -0.4376 0.3241 0.5127 -1.464 -1.11 0.175
1222.448 -0.4371 0.3248 0.5132 -1.464 -1.11 0.175
1222.776 -0.4366 0.3255 0.5137 -1.464 -1.11 0.175
1223.102 -0.4361 0.3262 0.5142 -1.464 -1.11 0.175
1223.427 -0.4356 0.3269 0.5147 -1.464 -1.11 0.175
1223.765 -0.4351 0.3276 0.5152 -1.464 -1.11 0.175
1224.09 -0.4346 0.3283 0.5157 -1.464 -1.11 0.175
1224.416 -0.4341 0.329 0.5162 -1.464 -1.11 0.175
1224.743 -0.4336 0.3297 0.5167 -1.464 -1.11 0.175
1225.07 -0.4331 0.3304 0.5172 -1.464 -1.11 0.175
1225.396 -0.4326 0.3311 0.5177 -1.464 -1.11 0.175
1225.724 -0.4321 0.3318 0.5182 -1.464 -1.11 0.175
1226.05 -0.4316 0.3325 0.5187 -1.464 -1.11 0.175
1226.376 -0.4311 0.3332 0.5192 -1.464 -1.11 0.175
1226.704 -0.4306 0.3339 0.5197 -1.464 -1.11 0.175
1227.03 -0.4301 0.3346 0.5202 -1.464 -1.11 0.175
1227.356 -0.4296 0.3353 0.5207 -1.464 -1.11 0.175
1227.683 -0.4291 0.336 0.5212 -1.464 -1.11 0.175
1228.01 -0.4286 0.3367 0.5217 -1.464 -1.11 0.175
1228.337 -0.4281 0.3374 0.5222 -1.464 -1.11 0.175
1228.678 -0.4276 0.3381 0.5227 -1.464 -1.11 0.175
1229.006 -0.4271 0.3388 0.5232 -1.464 -1.11 0.175
1229.331 -0.4266 0.3395 0.5237 -1.464 -1.11 0.175
1229.659 -0.4261 0.3402 0.5242 -1.464 -1.11 0.175
1229.986 -0.4256 0.3409 0.5247 -1.464 -1.11 0.175
1230.326 -0.4251 0.3416 0.5252 -1.464 -1.11 0.175
1230.654 -0.4246 0.3423 0.5257 -1.464 -1.11 0.175
1230.98 -0.4241 0.343 0.5262 -1.464 -1.11 0.175
1231.309 -0.4236 0.3437 0.5267 -1.464 -1.11 0.175
1231.634 -0.4231 0.3444 0.5272 -1.464 -1.11 0.175
1231.96 -0.4226 0.3451 0.5277 -1.464 -1.11 0.175
1232.288 -0.4221 0.3458 0.5282 -1.464 -1.11 0.175
1232.615 -0.4216 0.3465 0.5287 -1.464 -1.11 0.175
1232.955 -0.4211 0.3472 0.5292 -1.464 -1.11 0.175
1233.283 -0.4206 0.3479 0.5297 -1.464 -1.11 0.175
1233.609 -0.4201 0.3486 0.5302 -1.464 -1.11 0.175
1233.938 -0.4196 0.3493 0.5307 -1.464 -1.11 0.175
1234.266 -0.4191 0.35 0.5312 -1.464 -1.11 0.175
1234.592 -0.4186 0.3507 0.5317 -1.464 -1.11 0.175
1234.92 -0.4181 0.3514 0.5322 -1.464 -1.11 0.175
1235.246 -0.4176 0.3521 0.5327 -1.464 -1.11 0.175
1235.572 -0.4171 0.3528 0.5332 -1.464 -1.11 0.175
1235.9 -0.4166 0.3535 0.5337 -1.464 -1.11 0.175
1236.229 -0.4161 0.3542 0.5342 -1.464 -1.11 0.175
1236.569 -0.4156 0.3549 0.5347 -1.464 -1.11 0.175
1236.897 -0.4151 0.3556 0.5352 -1.464 -1.11 0.175
1237.223 -0.4146 0.3563 0.5357 -1.464 -1.11 0.175
1237.547 -0.4141 0.357 0.5362 -1.464 -1.11 0.175
1237.872 -0.4136 0.3577 0.5367 -1.464 -1.11 0.175
1238.201 -0.4131 0.3584 0.5372 -1.464 -1.11 0.175
1238.528 -0.4126 0.3591 0.5377 -1.464 -1.11 0.175
1238.855 -0.4121 0.3598 0.5382 -1.464 -1.11 0.175
1239.182 -0.4116 0.3605 0.5387 -1.464 -1.11 0.175
1239.509 -0.4111 0.3612 0.5392 -1.464 -1.11 0.175
1239.834 -0.4106 0.3619 0.5397 -1.464 -1.11 0.175
1240.161 -0.4101 0.3626 0.5402 -1.464 -1.11 0.175
1240.485 -0.4096 0.3633 0.5407 -1.464 -1.11 0.175
1240.811 -0.4091 0.364 0.5412 -1.464 -1.11 0.175
1241.137 -0.4086 0.3647 0.5417 -1.464 -1.11 0.175
1241.465 -0.4081 0.3654 0.5422 -1.464 -1.11 0.175
1241.791 -0.4076 0.3661 0.5427 -1.464 -1.11 0.175
1242.119 -0.4071 0.3668 0.5432 -1.464 -1.11 0.175
1242.445 -0.4066 0.3675 0.5437 -1.464 -1.11 0.175
1242.772 -0.4061 0.3682 0.5442 -1.464 -1.11 0.175
1243.006 -0.4066 0.368 0.545 -1.464 -1.11 0.175
1243.332 -0.4071 0.3673 0.5445 -1.464 -1.11 0.175
1243.658 -0.4076 0.3666 0.544 -1.464 -1.11 0.175
1243.987 -0.4081 0.3659 0.5435 -1.464 -1.11 0.175
1244.314 -0.4086 0.3652 0.543 -1.464 -1.11 0.175
1244.639 -0.4091 0.3645 0.5425 -1.464 -1.11 0.175
1244.966 -0.4096 0.3638 0.542 -1.464 -1.11 0.175
1245.293 -0.4101 0.3631 0.5415 -1.464 -1.11 0.175
1245.619 -0.4106 0.3624 0.541 -1.464 -1.11 0.175
1245.946 -0.4111 0.3617 0.5405 -1.464 -1.11 0.175
1246.274 -0.4116 0.361 0.54 -1.464 -1.11 0.175
1246.599 -0.4121 0.3603 0.5395 -1.464 -1.11 0.175
1246.925 -0.4126 0.3596 0.539 -1.464 -1.11 0.175
1247.251 -0.4131 0.3589 0.5385 -1.464 -1.11 0.175
1247.578 -0.4136 0.3582 0.538 -1.464 -1.11 0.175
1247.905 -0.4141 0.3575 0.5375 -1.464 -1.11 0.175
1248.231 -0.4146 0.3568 0.537 -1.464 -1.11 0.175
1248.557 -0.4151 0.3561 0.5365 -1.464 -1.11 0.175
1248.881 -0.4156 0.3554 0.536 -1.464 -1.11 0.175
1249.207 -0.4161 0.3547 0.5355 -1.464 -1.11 0.175
1249.535 -0.4166 0.354 0.535 -1.464 -1.11 0.175
1249.862 -0.4171 0.3533 0.5345 -1.464 -1.11 0.175
1250.203 -0.4176 0.3526 0.534 -1.464 -1.11 0.175
1250.528 -0.4181 0.3519 0.5335 -1.464 -1.11 0.175
1250.855 -0.4186 0.3512 0.533 -1.464 -1.11 0.175
1251.181 -0.4191 0.3505 0.5325 -1.464 -1.11 0.175
1251.508 -0.4196 0.3498 0.532 -1.464 -1.11 0.175
1251.835 -0.4201 0.3491 0.5315 -1.464 -1.11 0.175
1252.173 -0.4206 0.3484 0.531 -1.464 -1.11 0.175
1252.501 -0.4211 0.3477 0.5305 -1.464 -1.11 0.175
1252.829 -0.4216 0.347 0.53 -1.464 -1.11 0.175
1253.171 -0.4221 0.3463 0.5295 -1.464 -1.11 0.175
1253.5 -0.4226 0.3456 0.529 -1.464 -1.11 0.175
1253.826 -0.4231 0.3449 0.5285 -1.464 -1.11 0.175
1254.154 -0.4236 0.3442 0.528 -1.464 -1.11 0.175
1254.482 -0.4241 0.3435 0.5275 -1.464 -1.11 0.175
1254.807 -0.4246 0.3428 0.527 -1.464 -1.11 0.175
1255.148 -0.4251 0.3421 0.5265 -1.464 -1.11 0.175
1255.475 -0.4256 0.3414 0.526 -1.464 -1.11 0.175
1255.815 -0.4261 0.3407 0.5255 -1.464 -1.11 0.175
1256.142 -0.4266 0.34 0.525 -1.464 -1.11 0.175
1256.469 -0.4271 0.3393 0.5245 -1.464 -1.11 0.175
1256.796 -0.4276 0.3386 0.524 -1.464 -1.11 0.175
1257.123 -0.4281 0.3379 0.5235 -1.464 -1.11 0.175
1257.451 -0.4286 0.3372 0.523 -1.464 -1.11 0.175
1257.778 -0.4291 0.3365 0.5225 -1.464 -1.11 0.175
1258.103 -0.4296 0.3358 0.522 -1.464 -1.11 0.175
1258.429 -0.4301 0.3351 0.5215 -1.464 -1.11 0.175
1258.768 -0.4306 0.3344 0.521 -1.464 -1.11 0.175
1259.094 -0.4311 0.3337 0.5205 -1.464 -1.11 0.175
1259.421 -0.4316 0.333 0.52 -1.464 -1.11 0.175
1259.747 -0.4321 0.3323 0.5195 -1.464 -1.11 0.175
1260.074 -0.4326 0.3316 0.519 -1.464 -1.11 0.175
1260.401 -0.4331 0.3309 0.5185 -1.464 -1.11 0.175
1260.726 -0.4336 0.3302 0.518 -1.464 -1.11 0.175
1261.053 -0.4341 0.3295 0.5175 -1.464 -1.11 0.175
1261.378 -0.4346 0.3288 0.517 -1.464 -1.11 0.175
1261.703 -0.4351 0.3281 0.5165 -1.464 -1.11 0.175
1262.029 -0.4356 0.3274 0.516 -1.464 -1.11 0.175
1262.356 -0.4361 0.3267 0.5155 -1.464 -1.11 0.175
1262.683 -0.4366 0.326 0.515 -1.464 -1.11 0.175
1263.009 -0.4371 0.3253 0.5145 -1.464 -1.11 0.175
1263.335 -0.4376 0.3246 0.514 -1.464 -1.11 0.175
1263.662 -0.4381 0.3239 0.5135 -1.464 -1.11 0.175
1263.99 -0.4386 0.3232 0.513 -1.464 -1.11 0.175
1264.329 -0.4391 0.3225 0.5125 -1.464 -1.11 0.175
1264.656 -0.4396 0.3218 0.512 -1.464 -1.11 0.175
1264.984 -0.4401 0.3211 0.5115 -1.464 -1.11 0.175
1265.31 -0.4406 0.3204 0.511 -1.464 -1.11 0.175
1265.637 -0.4411 0.3197 0.5105 -1.464 -1.11 0.175
1265.978 -0.4416 0.319 0.51 -1.464 -1.11 0.175
1266.317 -0.4421 0.3183 0.5095 -1.464 -1.11 0.175
1266.655 -0.4426 0.3176 0.509 -1.464 -1.11 0.175
1266.982 -0.4431 0.3169 0.5085 -1.464 -1.11 0.175
1267.307 -0.4436 0.3162 0.508 -1.464 -1.11 0.175
1267.634 -0.4441 0.3155 0.5075 -1.464 -1.11 0.175
1267.962 -0.4446 0.3148 0.507 -1.464 -1.11 0.175
1268.291 -0.4451 0.3141 0.5065 -1.464 -1.11 0.175
1268.618 -0.4456 0.3134 0.506 -1.464 -1.11 0.175
1268.944 -0.4461 0.3127 0.5055 -1.464 -1.11 0.175
1269.271 -0.4466 0.312 0.505 -1.464 -1.11 0.175
1269.598 -0.4471 0.3113 0.5045 -1.464 -1.11 0.175
1269.926 -0.4476 0.3106 0.504 -1.464 -1.11 0.175
1270.251 -0.4481 0.3099 0.5035 -1.464 -1.11 0.175
1270.576 -0.4486 0.3092 0.503 -1.464 -1.11 0.175
1270.901 -0.4491 0.3085 0.5025 -1.464 -1.11 0.175
1271.228 -0.4496 0.3078 0.502 -1.464 -1.11 0.175
1271.569 -0.4501 0.3071 0.5015 -1.464 -1.11 0.175
1271.895 -0.4506 0.3064 0.501 -1.464 -1.11 0.175
1272.221 -0.4511 0.3057 0.5005 -1.464 -1.11 0.175
1272.546 -0.4516 0.305 0.5 -1.464 -1.11 0.175
1272.873 -0.4521 0.3043 0.4995 -1.464 -1.11 0.175
1273.198 -0.4526 0.3036 0.499 -1.464 -1.11 0.175
1273.526 -0.4531 0.3029 0.4985 -1.464 -1.11 0.175
1273.852 -0.4536 0.3022 0.498 -1.464 -1.11 0.175
1274.178 -0.4541 0.3015 0.4975 -1.464 -1.11 0.175
1274.504 -0.4546 0.3008 0.497 -1.464 -1.11 0.175
1274.842 -0.4551 0.3001 0.4965 -1.464 -1.11 0.175
1275.169 -0.4556 0.2994 0.496 -1.464 -1.11 0.175
1275.496 -0.4561 0.2987 0.4955 -1.464 -1.11 0.175
1275.73 -0.4566 0.2985 0.4963 -1.464 -1.11 0.175
1276.055 -0.4561 0.2992 0.4968 -1.464 -1.11 0.175
1276.382 -0.4556 0.2999 0.4973 -1.464 -1.11 0.175
1276.71 -0.4551 0.3006 0.4978 -1.464 -1.11 0.175
1277.036 -0.4546 0.3013 0.4983 -1.464 -1.11 0.175
1277.362 -0.4541 0.302 0.4988 -1.464 -1.11 0.175
1277.689 -0.4536 0.3027 0.4993 -1.464 -1.11 0.175
1278.016 -0.4531 0.3034 0.4998 -1.464 -1.11 0.175
1278.344 -0.4526 0.3041 0.5003 -1.464 -1.11 0.175
1278.671 -0.4521 0.3048 0.5008 -1.464 -1.11 0.175
1278.998 -0.4516 0.3055 0.5013 -1.464 -1.11 0.175
1279.325 -0.4511 0.3062 0.5018 -1.464 -1.11 0.175
1279.652 -0.4506 0.3069 0.5023 -1.464 -1.11 0.175
1279.978 -0.4501 0.3076 0.5028 -1.464 -1.11 0.175
1280.306 -0.4496 0.3083 0.5033 -1.464 -1.11 0.175
1280.635 -0.4491 0.309 0.5038 -1.464 -1.11 0.175
1280.959 -0.4486 0.3097 0.5043 -1.464 -1.11 0.175
1281.283 -0.4481 0.3104 0.5048 -1.464 -1.11 0.175
1281.612 -0.4476 0.3111 0.5053 -1.464 -1.11 0.175
1281.937 -0.4471 0.3118 0.5058 -1.464 -1.11 0.175
1282.263 -0.4466 0.3125 0.5063 -1.464 -1.11 0.175
1282.59 -0.4461 0.3132 0.5068 -1.464 -1.11 0.175
1282.914 -0.4456 0.3139 0.5073 -1.464 -1.11 0.175
1283.242 -0.4451 0.3146 0.5078 -1.464 -1.11 0.175
1283.568 -0.4446 0.3153 0.5083 -1.464 -1.11 0.175
1283.893 -0.4441 0.316 0.5088 -1.464 -1.11 0.175
1284.22 -0.4436 0.3167 0.5093 -1.464 -1.11 0.175
1284.545 -0.4431 0.3174 0.5098 -1.464 -1.11 0.175
1284.875 -0.4426 0.3181 0.5103 -1.464 -1.11 0.175
1285.202 -0.4421 0.3188 0.5108 -1.464 -1.11 0.175
